chromosome_name	start_position	end_position	strand	ensembl_gene_id	external_gene_name
3	118619404	118864915	-1	ENSG00000144847	IGSF11
14	27342339	27383949	1	ENSG00000257612	RP11-384J4.1
16	68508456	68508567	-1	ENSG00000199263	Y_RNA
16	68511140	68511473	-1	ENSG00000241334	RPL35AP33
17	19091329	19092027	1	ENSG00000263934	SNORD3A
10	98588426	98588521	-1	ENSG00000207976	MIR607
7	44066550	44081491	-1	ENSG00000228903	RASA4CP
10	98675390	98675659	-1	ENSG00000232875	HMGN2P35
2	75061108	75120486	1	ENSG00000159399	HK2
Y	25827587	25840726	-1	ENSG00000169763	PRYP3
14	27377848	27377931	1	ENSG00000265165	MIR4307
14	27396859	27396981	1	ENSG00000222899	AL110292.1
13	41111138	41111323	-1	ENSG00000269120	AL133318.1
11	5710919	5758319	1	ENSG00000132274	TRIM22
8	41510739	41754280	-1	ENSG00000029534	ANK1
5	102455853	102548500	1	ENSG00000145725	PPIP5K2
21	41239243	41301322	1	ENSG00000183036	PCP4
14	27727923	28314492	-1	ENSG00000258932	CTD-3006G17.2
13	41129804	41240734	-1	ENSG00000150907	FOXO1
3	193809350	193826963	1	ENSG00000229964	RP11-135A1.3
6	47199268	47277641	-1	ENSG00000146072	TNFRSF21
1	209757062	209787283	1	ENSG00000008118	CAMK1G
2	231191899	231268447	1	ENSG00000185404	SP140L
11	14464986	14521573	-1	ENSG00000129083	COPB1
3	193848405	193848990	-1	ENSG00000232874	RP11-135A1.2
9	32552997	32573160	-1	ENSG00000165264	NDUFB6
7	43906157	43946188	-1	ENSG00000270617	URGCP-MRPS24
GL000233.1	28800	28881	1	ENSG00000239624	CU013544.1
3	193863463	193863756	1	ENSG00000242201	RN7SL215P
GL000233.1	35214	35296	1	ENSG00000240688	CU013544.2
GL000233.1	35452	35534	1	ENSG00000265117	CU013544.3
3	193920805	193967942	-1	ENSG00000225742	RP11-513G11.4
10	51253787	51262426	-1	ENSG00000272225	RP11-592B15.9
6	76458909	76629254	1	ENSG00000196586	MYO6
14	28081794	28108842	1	ENSG00000258548	LINC00645
10	51255380	51255495	1	ENSG00000222100	RNA5SP316
5	95187936	95195837	1	ENSG00000236882	C5orf27
3	193965437	193975561	1	ENSG00000238097	RP11-513G11.3
7	43906157	43909492	-1	ENSG00000062582	MRPS24
10	51287081	51371070	-1	ENSG00000225784	RP11-592B15.4
6	28292470	28324048	-1	ENSG00000235109	ZSCAN31
17	4534197	4545589	-1	ENSG00000161905	ALOX15
11	61025762	61062896	-1	ENSG00000167992	VWCE
19	41277553	41283395	1	ENSG00000261857	MIA
12	70340323	70340861	-1	ENSG00000257241	RP11-611E13.3
13	41303432	41345309	-1	ENSG00000102738	MRPS31
12	70574118	70595784	1	ENSG00000257139	RP11-320P7.2
16	68877507	69119083	1	ENSG00000103047	TANGO6
5	113696642	113832337	1	ENSG00000080709	KCNN2
12	70612912	70615642	-1	ENSG00000257613	RP11-320P7.1
17	41296973	41297272	1	ENSG00000267681	CTD-3199J23.6
HSCHR6_MHC_SSTO	32153001	32155440	1	ENSG00000227277	RNF5
12	70837564	70837703	-1	ENSG00000222405	RNU4-65P
2	155554811	155714863	1	ENSG00000162989	KCNJ3
17	41316200	41322420	-1	ENSG00000267002	RP11-242D8.1
12	70840240	70841365	-1	ENSG00000268721	RP11-588H23.5
4	175750819	175899331	1	ENSG00000168594	ADAM29
10	92500578	92617671	-1	ENSG00000148680	HTR7
4	331603	378653	1	ENSG00000131127	ZNF141
17	18872102	18908117	-1	ENSG00000188522	FAM83G
10	45869661	45941561	1	ENSG00000012779	ALOX5
12	70861860	70932859	1	ENSG00000258168	RP11-588H23.3
12	113491867	113492240	1	ENSG00000242461	RPS15AP32
12	113594570	113594666	-1	ENSG00000199899	Y_RNA
Y	9873804	9875984	1	ENSG00000243643	TSPY20P
7	122316634	122316865	1	ENSG00000225795	RP11-395G17.1
12	113596556	113596917	1	ENSG00000233796	AC089999.1
19	42772689	42799949	1	ENSG00000079432	CIC
14	75081396	75083350	-1	ENSG00000258976	CTD-2207P18.2
9	32566787	32568619	1	ENSG00000241043	GVQW1
9	131549483	131572711	1	ENSG00000107021	TBC1D13
12	113616228	113616324	-1	ENSG00000201208	Y_RNA
7	122321344	122321757	1	ENSG00000235459	RPS26P31
Y	9904163	9906760	-1	ENSG00000225685	TSPY5P
HG79_PATCH	136346630	136354672	-1	ENSG00000261768	SLC2A6
7	142364198	142364710	1	ENSG00000211750	TRBV24-1
5	95220802	95297775	-1	ENSG00000118985	ELL2
2	25042038	25142708	-1	ENSG00000138031	ADCY3
7	142374104	142375550	1	ENSG00000270672	MTRNR2L6
12	113623429	113629966	-1	ENSG00000257286	RP11-545P7.4
10	72007085	72043432	-1	ENSG00000148734	NPFFR1
14	75124752	75125293	1	ENSG00000258439	RP11-173A8.2
6	43639040	43655528	-1	ENSG00000096080	MRPS18A
9	32629452	32635667	-1	ENSG00000122728	TAF1L
12	113909808	113918429	1	ENSG00000257935	RP11-82C23.2
7	142378572	142379076	1	ENSG00000211751	TRBV25-1
2	202241930	202316302	-1	ENSG00000115993	TRAK2
7	122489800	122490406	1	ENSG00000227573	RP5-1166A24.1
Y	9925635	9927195	1	ENSG00000235193	AC006987.4
9	32783497	32787397	1	ENSG00000188133	TMEM215
Y	9928019	9928137	-1	ENSG00000251766	RNA5SP518
14	75178654	75178748	1	ENSG00000222604	SNORA7
12	114040596	114040658	-1	ENSG00000238487	RNU7-114P
X	20168029	20285523	-1	ENSG00000177189	RPS6KA3
Y	9928411	9928816	1	ENSG00000235691	AC006987.5
7	122709303	122743643	-1	ENSG00000226680	RP11-61D3.1
1	52838501	52870131	-1	ENSG00000085840	ORC1
10	82095861	82116511	-1	ENSG00000170788	DYDC1
12	114117264	114211488	-1	ENSG00000249550	RP11-438N16.1
13	41363548	41384247	1	ENSG00000102743	SLC25A15
19	41284121	41302847	1	ENSG00000167578	RAB4B
7	122870174	122870795	-1	ENSG00000223595	LYPLA1P1
1	150933059	150947479	-1	ENSG00000143418	CERS2
14	28102411	28102484	-1	ENSG00000264657	hsa-mir-3171
14	28459211	28459321	1	ENSG00000223164	AL445384.1
12	133300531	133300643	-1	ENSG00000201469	RNA5SP379
4	419604	492945	-1	ENSG00000182903	ZNF721
14	28733596	28735180	1	ENSG00000197358	BNIP3P1
3	106567518	106568107	1	ENSG00000239997	FCF1P3
12	133321742	133322315	1	ENSG00000256108	RP13-672B3.5
3	106613199	106614565	-1	ENSG00000241787	MTND4P16
3	9908398	9921938	-1	ENSG00000187288	CIDEC
Y	9930484	9930602	-1	ENSG00000252289	RNA5SP519
7	123096683	123099910	1	ENSG00000232524	RP11-332K15.1
Y	10007397	10007923	-1	ENSG00000226975	AC006987.6
12	133402287	133402772	1	ENSG00000232888	RPS11P5
21	41382926	42219065	-1	ENSG00000171587	DSCAM
3	106614576	106615255	-1	ENSG00000239632	RP11-52L11.9
3	106615330	106615668	-1	ENSG00000242214	MTND3P6
5	159820155	159827104	-1	ENSG00000221886	C5orf54
7	43915493	43966010	-1	ENSG00000106608	URGCP
3	106615738	106616518	-1	ENSG00000242836	RP11-52L11.7
15	102277302	102285913	-1	ENSG00000259658	RP11-89K11.1
Y	25862069	25872955	-1	ENSG00000236620	XKRYP3
3	106616518	106617115	-1	ENSG00000249580	RP11-52L11.6
12	133411960	133412086	-1	ENSG00000252079	RNU6-327P
14	28787347	28887818	1	ENSG00000257869	CTD-2591A6.2
Y	25880340	25882396	1	ENSG00000224866	USP9YP25
14	28959116	28959568	1	ENSG00000240179	RPL26P3
10	90033621	90344287	-1	ENSG00000184719	RNLS
3	106617736	106619438	1	ENSG00000243658	MTND5P16
14	29061429	29082829	-1	ENSG00000258175	RP11-412H8.2
3	106619440	106619702	-1	ENSG00000240034	MTND6P6
1	209788215	209825811	-1	ENSG00000196878	LAMB3
12	133464428	133465169	1	ENSG00000236617	RP11-46H11.12
3	106619701	106619928	-1	ENSG00000250630	RP11-52L11.4
12	133476570	133476954	1	ENSG00000255703	RP11-46H11.2
15	102345902	102346876	1	ENSG00000184140	OR4F6
3	106619915	106620812	1	ENSG00000239586	MTND1P16
22	31518717	31530682	1	ENSG00000185133	INPP5J
Y	25886405	25892840	-1	ENSG00000232424	USP9YP29
3	106621020	106621370	1	ENSG00000240796	MTND2P14
3	133464800	133497850	1	ENSG00000091513	TF
14	78138747	78174363	-1	ENSG00000100601	ALKBH1
3	106726415	106726517	1	ENSG00000252626	RNU6-1308P
15	102358366	102359350	1	ENSG00000182854	OR4F15
7	138482695	138522846	1	ENSG00000214128	TMEM213
3	193994471	194005157	1	ENSG00000228271	RP11-513G11.2
7	158325410	158325505	-1	ENSG00000207637	MIR595
3	106823758	106825847	-1	ENSG00000239455	RP11-561O4.1
2	157180944	157198860	-1	ENSG00000153234	NR4A2
7	158330187	158332571	1	ENSG00000225365	AC078942.1
14	100150641	100193638	1	ENSG00000036530	CYP46A1
15	102462245	102463298	-1	ENSG00000177693	OR4F4
12	133488056	133489173	1	ENSG00000250790	RP11-46H11.3
10	50339199	50342053	-1	ENSG00000172538	FAM170B
15	43030932	43213007	-1	ENSG00000128881	TTBK2
3	194014254	194030592	-1	ENSG00000214145	LINC00887
7	158383321	158383812	1	ENSG00000232715	LINC01022
19	19623227	19626838	-1	ENSG00000178093	TSSK6
7	158384308	158384388	1	ENSG00000265598	MIR5707
19	9434850	9493293	1	ENSG00000270011	ZNF559-ZNF177
3	179040779	179053323	1	ENSG00000121864	ZNF639
7	158415880	158416141	-1	ENSG00000224324	THAP5P1
15	20083769	20093074	1	ENSG00000215567	RP11-79C23.1
17	41320187	41320266	-1	ENSG00000267595	RP11-242D8.2
5	159828648	159848718	-1	ENSG00000164609	SLU7
7	158512421	158512852	1	ENSG00000228030	AC019084.7
4	176554085	176923815	-1	ENSG00000150625	GPM6A
17	41321897	41322094	-1	ENSG00000267340	RP11-242D8.3
Y	10009199	10010334	-1	ENSG00000231411	AC006987.7
HSCHR17_4_CTG4	39078948	39093886	-1	ENSG00000263309	KRT23
12	55413729	55423798	1	ENSG00000123307	NEUROD4
3	194192652	194192814	1	ENSG00000271483	RP11-384A12.1
7	158799213	158822886	1	ENSG00000231419	LINC00689
3	194208183	194239008	1	ENSG00000233058	LINC00884
Y	23673258	23711212	1	ENSG00000234414	RBMY1A1
Y	10011462	10011816	1	ENSG00000226061	PCMTD1P1
14	29062985	29063125	1	ENSG00000257662	EIF4A1P12
Y	10027986	10029907	-1	ENSG00000237447	CDC27P2
3	194217046	194222232	-1	ENSG00000244675	AC108676.1
17	41368960	41383338	-1	ENSG00000236383	LINC00854
20	10381657	10414870	-1	ENSG00000125863	MKKS
3	194254232	194254312	-1	ENSG00000252053	RNU6-1101P
15	20088867	20088969	1	ENSG00000201241	RNU6-978P
12	114227347	114227612	-1	ENSG00000257231	RP11-438N16.2
3	194283707	194284730	-1	ENSG00000232873	AC046143.6
16	30290569	30290672	-1	ENSG00000239114	snoU13
16	30366762	30367848	1	ENSG00000260219	RP11-347C12.10
16	69139467	69152622	1	ENSG00000103044	HAS3
3	9932238	9936033	1	ENSG00000171135	JAGN1
13	41506056	41635576	-1	ENSG00000120690	ELF1
16	30430946	30431080	-1	ENSG00000199787	SNORA42
19	44833848	44905774	-1	ENSG00000267173	CTC-512J12.6
16	30465318	30465418	-1	ENSG00000202476	Y_RNA
Y	10033981	10034093	1	ENSG00000251966	AC010970.1
17	49337889	49375297	1	ENSG00000011260	UTP18
16	30482908	30483024	1	ENSG00000222701	Y_RNA
Y	10036113	10036711	-1	ENSG00000225840	AC010970.2
3	194304740	194310989	1	ENSG00000231770	TMEM44-AS1
16	30488501	30500674	-1	ENSG00000261346	RP11-297C4.2
Y	10037764	10037915	1	ENSG00000251705	RNA5-8SP6
16	30491909	30492667	-1	ENSG00000260487	RP11-297C4.3
Y	13262741	13262939	-1	ENSG00000271365	RP1-85D24.3
22	20004537	20053449	1	ENSG00000183597	TANGO2
17	18923986	18950950	-1	ENSG00000154016	GRAP
2	69871557	70053596	1	ENSG00000196975	ANXA4
12	114370374	114375060	1	ENSG00000257359	RP11-780K2.1
16	30494456	30494516	-1	ENSG00000251706	RNU7-61P
Y	13263065	13263272	-1	ENSG00000271309	RP1-85D24.2
16	30510087	30510875	-1	ENSG00000261332	RP11-297C4.1
Y	13263395	13263563	-1	ENSG00000270570	RP1-85D24.1
12	114514938	114517707	1	ENSG00000257603	RP11-100F15.1
16	30515240	30515322	1	ENSG00000266305	MIR4518
19	44886459	44905774	-1	ENSG00000267508	ZNF285
2	27193480	27250064	1	ENSG00000084764	MAPRE3
14	78174414	78227447	1	ENSG00000119705	SLIRP
2	204103663	204163009	1	ENSG00000119004	CYP20A1
17	73106047	73126360	1	ENSG00000125449	ARMC7
3	183415606	183530413	1	ENSG00000163872	YEATS2
2	73518058	73520833	-1	ENSG00000135625	EGR4
2	178257372	178408564	1	ENSG00000018510	AGPS
1	52870236	52886511	1	ENSG00000134748	PRPF38A
9	131580753	131584956	1	ENSG00000167136	ENDOG
X	153656978	153664862	1	ENSG00000071553	ATP6AP1
14	102095321	102098867	-1	ENSG00000258919	RP11-1029J19.4
10	98680459	98680548	1	ENSG00000221465	AL162502.1
11	1012821	1036706	-1	ENSG00000184956	MUC6
10	98752207	98755716	1	ENSG00000231025	RP11-175O19.4
14	102100791	102197445	-1	ENSG00000258404	RP11-1029J19.5
5	39371780	39462402	-1	ENSG00000153071	DAB2
3	44283378	44373590	1	ENSG00000173769	TOPAZ1
14	102144280	102144717	1	ENSG00000241494	RP11-796G6.1
Y	13340359	13340440	-1	ENSG00000263502	AC134878.2
14	102262892	102276658	-1	ENSG00000259088	CTD-2017C7.2
Y	13340551	13340633	-1	ENSG00000252855	AC134878.1
10	98862513	98863504	1	ENSG00000234855	RP11-453E2.2
12	114518186	114551294	1	ENSG00000257997	RP11-100F15.2
14	102269564	102269668	1	ENSG00000207208	RNU6-790P
7	123098042	123098148	-1	ENSG00000207338	RNU6-296P
20	10415951	10617477	1	ENSG00000149346	SLX4IP
14	102299772	102305868	-1	ENSG00000256705	CTD-2017C7.1
2	190539016	190625919	1	ENSG00000151687	ANKAR
19	19626545	19644285	1	ENSG00000186010	NDUFA13
7	123224913	123265011	-1	ENSG00000230442	RP11-390E23.3
Y	13462594	13463857	1	ENSG00000258567	DUX4L16
16	68569418	68569561	1	ENSG00000201164	RNU4-36P
12	120532899	120555306	-1	ENSG00000111737	RAB35
16	68607685	68623415	-1	ENSG00000260084	RP11-615I2.1
19	44921685	44952766	-1	ENSG00000167383	ZNF229
Y	13470597	13471863	1	ENSG00000259154	DUX4L17
16	68664126	68664257	-1	ENSG00000252040	snoU109
16	68664754	68664871	-1	ENSG00000252640	snoU109
10	99034769	99037854	1	ENSG00000231398	RP11-375N9.2
2	200134223	200335989	-1	ENSG00000119042	SATB2
10	99068895	99069715	-1	ENSG00000237169	RP11-452K12.3
7	123389122	123391220	1	ENSG00000272686	RP11-390E23.6
7	123430659	123430765	-1	ENSG00000201104	RNU6-11P
7	123454193	123469306	1	ENSG00000228211	HYALP1
1	209848765	209849733	1	ENSG00000123689	G0S2
10	99094321	99102770	1	ENSG00000225850	RP11-452K12.4
13	41635410	41658137	1	ENSG00000120688	WBP4
9	131581930	131592100	-1	ENSG00000198917	C9orf114
16	30097114	30103208	-1	ENSG00000149922	TBX6
14	29142447	29142933	-1	ENSG00000258282	BTF3P2
7	123572186	123572513	1	ENSG00000225583	RP4-630C24.1
5	34998206	35048198	-1	ENSG00000113492	AGXT2
12	55523465	55524586	1	ENSG00000170605	OR9K2
4	492989	533985	1	ENSG00000174227	PIGG
11	14515329	14665181	-1	ENSG00000129084	PSMA1
19	56186592	56221224	1	ENSG00000063245	EPN1
14	29198289	29234483	-1	ENSG00000257126	RP11-966I7.1
6	47445525	47594999	1	ENSG00000198087	CD2AP
7	123634676	123667713	1	ENSG00000241345	RP4-630C24.3
9	32972604	33025166	-1	ENSG00000137074	APTX
2	97258907	97308524	-1	ENSG00000114982	KANSL3
1	209859510	209908295	1	ENSG00000117594	HSD11B1
17	26904588	26926297	-1	ENSG00000076382	SPAG5
12	55614809	55615759	1	ENSG00000179919	OR10A7
20	10618332	10654694	-1	ENSG00000101384	JAG1
12	50478755	50494495	1	ENSG00000066117	SMARCD1
12	77949297	77950568	-1	ENSG00000268519	AC073528.1
12	55640982	55642086	1	ENSG00000197706	OR6C74
7	123672259	124035172	1	ENSG00000242593	RP5-921G16.1
16	30546073	30548465	1	ENSG00000235560	AC002310.12
14	29252697	29254993	-1	ENSG00000257056	RP11-966I7.2
3	194353652	194366130	1	ENSG00000229334	AC046143.3
2	115199876	116603328	1	ENSG00000175497	DPP10
12	55688072	55689016	-1	ENSG00000188324	OR6C6
16	30548523	30549552	-1	ENSG00000260494	AC002310.10
16	1820287	1821731	-1	ENSG00000103024	NME3
10	50362773	50396630	-1	ENSG00000204161	C10orf128
19	44979854	45004576	-1	ENSG00000167384	ZNF180
6	168396921	168445769	1	ENSG00000125337	KIF25
16	30583571	30595181	1	ENSG00000239791	AC002310.7
HSCHR6_MHC_QBL	30685021	30700042	-1	ENSG00000206480	FLOT1
3	186256230	186264491	-1	ENSG00000213139	CRYGS
16	30597228	30619914	1	ENSG00000260167	RP11-146F11.5
3	44038388	44038935	1	ENSG00000271192	RP4-555D20.3
5	70196492	70214357	1	ENSG00000172058	SERF1A
2	111160511	111230652	-1	ENSG00000257207	LIMS3
16	30598983	30599241	-1	ENSG00000261588	AC002310.17
11	67056018	67069956	1	ENSG00000172932	ANKRD13D
3	44039573	44040641	-1	ENSG00000272121	RP4-555D20.4
3	44112579	44112678	1	ENSG00000252980	RNU6-367P
7	74306894	74366314	1	ENSG00000123965	PMS2P5
16	69151913	69166487	-1	ENSG00000168802	CHTF8
19	41284147	41314103	1	ENSG00000171570	RAB4B-EGLN2
14	75310727	75322378	1	ENSG00000259606	RP11-316E14.6
3	44155704	44155802	1	ENSG00000207954	MIR138-1
7	142423173	142423688	1	ENSG00000211752	TRBV27
19	9435021	9493293	1	ENSG00000188629	ZNF177
14	75340387	75340957	1	ENSG00000258587	RP11-316E14.2
3	9944296	9958086	1	ENSG00000163701	IL17RE
12	71065698	71066636	1	ENSG00000257302	FAHD2P1
7	142428484	142428984	1	ENSG00000211753	TRBV28
X	21392536	21672813	1	ENSG00000149970	CNKSR2
14	75471422	75475184	-1	ENSG00000258646	RP11-950C14.3
3	50400233	50541675	-1	ENSG00000007402	CACNA2D2
12	71300697	71300798	1	ENSG00000207387	Y_RNA
6	37787275	38122400	1	ENSG00000156639	ZFAND3
12	71401553	71425863	-1	ENSG00000257265	CTD-2021H9.1
16	30626577	30627000	-1	ENSG00000260678	RP11-146F11.4
7	142448053	142448741	1	ENSG00000232869	TRBV29-1
7	159024125	159026067	1	ENSG00000229435	PIP5K1P2
16	30635606	30636035	-1	ENSG00000261680	RP11-146F11.3
12	71427902	71498306	-1	ENSG00000257454	CTD-2021H9.2
14	75487464	75487570	1	ENSG00000206924	RNU6-689P
HSCHR6_MHC_COX	31502098	31514044	1	ENSG00000234530	NFKBIL1
6	35744371	35747329	1	ENSG00000196748	CLPSL2
16	30638297	30638499	1	ENSG00000260113	RP11-146F11.2
2	173292082	173371181	1	ENSG00000091409	ITGA6
2	111222628	111230511	-1	ENSG00000256671	LIMS3L
17	4574679	4607632	-1	ENSG00000141456	PELP1
HSCHR6_MHC_APD	31858893	31876828	-1	ENSG00000232045	EHMT2
7	142457319	142460923	1	ENSG00000204983	PRSS1
16	30686621	30686723	-1	ENSG00000252074	RNU6-416P
18	29704840	30050447	-1	ENSG00000141441	GAREM
22	31530795	31536593	-1	ENSG00000100078	PLA2G3
3	44379611	44450943	1	ENSG00000179152	TCAIM
HSCHR6_MHC_DBB	33146132	33150126	1	ENSG00000229802	SLC39A7
15	43235095	43398311	-1	ENSG00000159459	UBR1
12	71976073	71977632	-1	ENSG00000257761	RP11-186F10.2
HG79_PATCH	136100292	136103978	-1	ENSG00000261585	LCN1P1
7	138516126	138666064	-1	ENSG00000122778	KIAA1549
19	56219798	56249768	-1	ENSG00000185792	NLRP9
8	94741584	94753245	-1	ENSG00000183808	RBM12B
2	73612886	73837920	1	ENSG00000116127	ALMS1
17	41447213	41466567	-1	ENSG00000188825	LINC00910
11	5757681	5758768	1	ENSG00000181023	OR56B1
HSCHR17_4_CTG4	39114796	39123271	-1	ENSG00000262164	KRT39
11	5775923	5776959	1	ENSG00000181074	OR52N4
14	75583129	75583303	-1	ENSG00000258978	HIF1AP1
HG306_PATCH	112831997	113149158	1	ENSG00000262279	NCAM1
14	75593856	75603633	1	ENSG00000259138	RP11-950C14.7
HG79_PATCH	136125799	136131098	-1	ENSG00000272453	CTD-2612A24.1
10	82104501	82127829	1	ENSG00000133665	DYDC2
HG79_PATCH	136178005	136178098	1	ENSG00000262937	Y_RNA
14	75668784	75668872	-1	ENSG00000252013	RNU4ATAC14P
11	5798864	5799897	-1	ENSG00000181009	OR52N5
HG79_PATCH	136193329	136194004	1	ENSG00000261016	LCN1P2
21	42539728	42654445	1	ENSG00000182240	BACE2
14	75726114	75738653	1	ENSG00000258820	RP11-293M10.2
3	186263862	186288332	-1	ENSG00000113838	TBCCD1
HG79_PATCH	136213263	136213359	-1	ENSG00000262546	Y_RNA
19	41304901	41314338	1	ENSG00000269858	EGLN2
HG79_PATCH	136214525	136215000	1	ENSG00000259879	RP11-244N20.7
11	5809084	5810046	-1	ENSG00000181001	OR52N1
14	75758809	75761016	-1	ENSG00000119660	RP11-293M10.4
HG79_PATCH	136224931	136225005	1	ENSG00000266834	SNORD24
22	31556168	31603005	1	ENSG00000138942	RNF185
10	51339438	51339770	1	ENSG00000236787	RP11-592B15.6
HG79_PATCH	136225630	136225703	1	ENSG00000265941	SNORD36
11	5841544	5842578	1	ENSG00000180988	OR52N2
3	106959539	107045811	1	ENSG00000243701	LINC00883
14	75761107	75763341	1	ENSG00000259687	RP11-293M10.5
HG79_PATCH	136225991	136226063	1	ENSG00000266284	SNORD36
4	113066553	113116412	1	ENSG00000174749	C4orf32
16	30103635	30108236	-1	ENSG00000090238	YPEL3
HG79_PATCH	136226382	136226447	1	ENSG00000265651	SNORD36
10	51383526	51383726	1	ENSG00000223182	SNORA74
HG79_PATCH	136344395	136346293	-1	ENSG00000260299	RP13-100B2.4
Y	13477233	13478499	1	ENSG00000259029	DUX4L18
10	51532102	51532572	-1	ENSG00000228326	RP11-109G10.2
20	11008408	11010014	1	ENSG00000125899	C20orf187
7	142494049	142494098	1	ENSG00000211764	TRBJ2-1
12	114535487	114536028	1	ENSG00000257300	HAUS8P1
8	94752349	94753001	1	ENSG00000212998	RBM12B-AS1
19	19627036	19648390	1	ENSG00000250067	YJEFN3
10	127512115	127542264	1	ENSG00000107949	BCCIP
10	51535126	51535474	1	ENSG00000230553	RP11-481A12.2
Y	13488005	13489271	1	ENSG00000258991	DUX4L19
14	75890386	75894444	-1	ENSG00000259319	RP11-293M10.6
6	168456425	168482237	-1	ENSG00000153303	FRMD1
16	1821891	1823156	-1	ENSG00000074071	MRPS34
19	56270380	56274541	1	ENSG00000223638	RFPL4A
19	45116940	45140081	1	ENSG00000216588	IGSF23
12	114542347	114543736	1	ENSG00000257915	GLULP5
10	51611024	51611224	-1	ENSG00000223111	SNORA74
6	35748794	35761452	1	ENSG00000204140	CLPSL1
5	132387654	132442141	1	ENSG00000170606	HSPA4
7	142494244	142494294	1	ENSG00000211765	TRBJ2-2
3	44158791	44163857	1	ENSG00000261786	RP4-555D20.2
Y	13491303	13493369	1	ENSG00000270455	PABPC1P5
7	142494381	142494426	1	ENSG00000211766	TRBJ2-2P
19	56280507	56284545	1	ENSG00000229292	RFPL4AL1
14	76041231	76045931	-1	ENSG00000224721	AC007182.6
12	72033135	72033263	1	ENSG00000212461	SNORA17
3	44379433	44380044	-1	ENSG00000271937	RP11-424N24.2
7	142494531	142494579	1	ENSG00000211767	TRBJ2-3
3	106991458	107101007	-1	ENSG00000239828	RP11-446H18.5
3	44462619	44465499	-1	ENSG00000225873	LINC00694
10	95653730	95715819	1	ENSG00000176273	SLC35G1
20	47729878	47804904	-1	ENSG00000124214	STAU1
14	76062148	76062549	-1	ENSG00000242951	RP11-507E23.1
18	29765032	29800367	1	ENSG00000141434	MEP1B
7	112459202	112579971	-1	ENSG00000164603	C7orf60
4	113152893	113191203	1	ENSG00000138660	AP1AR
3	44556708	44556793	-1	ENSG00000264774	AC099669.1
7	142494682	142494731	1	ENSG00000211768	TRBJ2-4
17	79650356	79670168	1	ENSG00000185359	HGS
9	131595221	131644773	-1	ENSG00000171097	CCBL1
1	209929377	209955668	1	ENSG00000009790	TRAF3IP3
3	44566236	44567297	-1	ENSG00000214825	EI24P3
14	76070516	76070621	1	ENSG00000201096	RNA5SP387
14	76280845	76314041	-1	ENSG00000259103	RP11-270M14.4
5	135468534	135524435	1	ENSG00000113658	SMAD5
12	114676775	114679575	-1	ENSG00000257476	RP11-139B1.1
5	114460459	114516243	-1	ENSG00000152503	TRIM36
11	5862158	5863182	-1	ENSG00000205409	OR52E6
7	142494803	142494850	1	ENSG00000211769	TRBJ2-5
7	142494923	142494975	1	ENSG00000211770	TRBJ2-6
17	41473361	41473459	-1	ENSG00000252882	RNU6-1137P
10	90346510	90366733	1	ENSG00000204022	LIPJ
14	76304500	76305457	-1	ENSG00000242488	RP11-270M14.1
11	5877904	5878964	-1	ENSG00000183269	OR52E8
11	112013974	112034840	-1	ENSG00000150782	IL18
3	44598849	44727145	-1	ENSG00000236869	RP11-944L7.4
5	143191726	143200284	1	ENSG00000158497	HMHB1
3	44621430	44622518	-1	ENSG00000214820	MPRIPP1
14	102309731	102310459	-1	ENSG00000259161	CTD-2017C7.3
20	11871371	11907257	1	ENSG00000132640	BTBD3
11	5905501	5906527	1	ENSG00000180974	OR52E4
7	142495140	142495186	1	ENSG00000211771	TRBJ2-7
14	102414684	102415762	1	ENSG00000271780	RP11-1017G21.5
3	44658620	44666289	-1	ENSG00000233509	ZNF197-AS1
2	231280657	231408805	1	ENSG00000067066	SP100
3	44708904	44710856	1	ENSG00000272077	RP11-348P10.2
13	41701705	41706882	-1	ENSG00000165572	KBTBD6
7	142498725	142500432	1	ENSG00000211772	TRBC2
11	5968570	5969591	1	ENSG00000184478	OR56A3
14	102418753	102419400	1	ENSG00000272444	RP11-1017G21.6
3	44750803	44752378	-1	ENSG00000235805	SOCS5P3
14	102435701	102435938	-1	ENSG00000259013	RP11-1017G21.3
14	76437267	76437930	1	ENSG00000258876	RP11-270M14.5
3	44834507	44834597	-1	ENSG00000238958	AC098649.1
3	169511216	169530774	-1	ENSG00000171757	LRRC34
3	44903380	44903473	1	ENSG00000207783	MIR564
7	142510271	142511084	-1	ENSG00000237254	TRBV30
14	102502652	102532565	-1	ENSG00000258959	RP11-1017G21.4
1	150954493	150968110	1	ENSG00000143412	ANXA9
3	44940670	44942417	1	ENSG00000235845	RP11-272D20.2
13	41763969	41768702	-1	ENSG00000120696	KBTBD7
12	114845996	114850636	1	ENSG00000255399	TBX5-AS1
14	76480022	76480486	1	ENSG00000258578	RP11-98L12.2
3	44979165	44979974	1	ENSG00000227123	RPL12P44
2	111271389	111334762	-1	ENSG00000183054	RGPD6
5	95726119	95769847	-1	ENSG00000175426	PCSK1
3	45075966	45076080	-1	ENSG00000252410	RNU5B-3P
14	102543520	102543810	-1	ENSG00000240457	RN7SL472P
14	102807306	102807406	1	ENSG00000265677	AL137229.1
3	45201266	45201667	-1	ENSG00000224094	RPS24P8
14	102825136	102825239	-1	ENSG00000239061	snoU13
1	52873954	53019159	-1	ENSG00000134744	ZCCHC11
14	102968013	102968116	1	ENSG00000212330	RNU6-244P
