chrom	chromstart	chromend	name	ensembl_gene_id	external_gene_name
chr7	102330915	102330916	26484	ENSG00000233297	RASA4DP
chr19	40896093	40896094	26485	ENSG00000160396	HIPK4
chrX	49363628	49363629	26486	ENSG00000205777	GAGE1
chr11	115403670	115403671	26487	ENSG00000256281	RP11-136I14.2
chr12	29672664	29672665	26488	ENSG00000257456	RP11-310I24.1
chr4	157907844	157907845	26489	ENSG00000252350	RPPH1-3P
chr11	32154245	32154246	26490	ENSG00000255375	RP1-65P5.5
chr4	157985709	157985710	26491	ENSG00000252524	Y_RNA
chr11	115410101	115410102	26492	ENSG00000257087	RP11-136I14.3
chr5	84716268	84716269	26493	ENSG00000248667	CTD-2331D11.2
chr4	158122819	158122820	26494	ENSG00000199859	RNU6-582P
chr12	29811730	29811731	26495	ENSG00000242986	RP11-1110J8.1
chr4	158126006	158126007	26496	ENSG00000249819	RP11-392C20.1
chr5	84725520	84725521	26497	ENSG00000249023	CTD-2331D11.3
chr4	158281267	158281268	26498	ENSG00000263738	AC079233.1
chr5	84742792	84742793	26499	ENSG00000249842	CTD-2331D11.4
chr15	31196055	31196056	26500	ENSG00000198690	FAN1
chr11	32457064	32457065	26501	ENSG00000183242	WT1-AS
chr11	115448767	115448768	26502	ENSG00000255903	RP11-136I14.4
chr2	85560118	85560119	26503	ENSG00000239143	Y_RNA
chr4	158493642	158493643	26504	ENSG00000234111	RP11-364P22.1
chr5	84760252	84760253	26505	ENSG00000243859	RPL5P17
chr10	103455051	103455052	26506	ENSG00000107829	FBXW4
chr11	115453015	115453016	26507	ENSG00000255689	RP11-136I14.5
chr2	85568960	85568961	26508	ENSG00000270532	PEBP1P2
chr1	23695490	23695491	26509	ENSG00000249087	C1orf213
chr7	29251918	29251919	26510	ENSG00000237065	NANOGP4
chr8	38854342	38854343	26511	ENSG00000169490	TM2D2
chr11	115497902	115497903	26512	ENSG00000239153	snoU13
chr5	84823951	84823952	26513	ENSG00000215953	AC026700.1
chr11	115498783	115498784	26514	ENSG00000255599	AP000997.1
chr2	85588047	85588048	26515	ENSG00000271014	RP11-717A5.1
chr10	91174313	91174314	26516	ENSG00000107798	LIPA
chr17	60374386	60374387	26517	ENSG00000263887	RP11-51L5.5
chr19	47354248	47354249	26518	ENSG00000042753	AP2S1
chr5	84845227	84845228	26519	ENSG00000251066	CTC-534B23.1
chr11	115509281	115509282	26520	ENSG00000260254	AP000997.2
chr7	140624563	140624564	26521	ENSG00000157764	BRAF
chr10	81370695	81370696	26522	ENSG00000122852	SFTPA1
chr11	115530376	115530377	26523	ENSG00000256717	AP000797.3
chr2	85594708	85594709	26524	ENSG00000202382	Y_RNA
chr6	46048131	46048132	26525	ENSG00000112782	CLIC5
chr5	84930230	84930231	26526	ENSG00000265704	AC010595.1
chr2	85595405	85595406	26527	ENSG00000242095	RN7SL113P
chr20	5107271	5107272	26528	ENSG00000132646	PCNA
chr5	84959050	84959051	26529	ENSG00000250874	CTC-480C2.1
chr11	66247484	66247485	26530	ENSG00000254986	DPP3
chr8	17013538	17013539	26531	ENSG00000104219	ZDHHC2
chr16	15252377	15252378	26532	ENSG00000264182	AC126763.1
chr12	113623283	113623284	26533	ENSG00000123064	DDX54
chr11	32614316	32614317	26534	ENSG00000270903	HNRNPA3P9
chr2	85600636	85600637	26535	ENSG00000252478	RNU7-162P
chr11	115631344	115631345	26536	ENSG00000246100	LINC00900
chr16	15702331	15702332	26537	ENSG00000257769	CTB-193M12.1
chr3	75484499	75484500	26538	ENSG00000272690	RP11-803B1.8
chr2	85614268	85614269	26539	ENSG00000273196	RP11-717A5.2
chr19	53102139	53102140	26540	ENSG00000268970	CTD-3099C6.11
chr16	15737151	15737152	26541	ENSG00000272213	MIR484
chr11	32779814	32779815	26542	ENSG00000244535	RP1-181J22.1
chr5	85058377	85058378	26543	ENSG00000241965	RPS2P25
chr5	134209493	134209494	26544	ENSG00000113621	TXNDC15
chr16	15777147	15777148	26545	ENSG00000262380	CTB-193M12.3
chr19	53156536	53156537	26546	ENSG00000269825	CTD-3099C6.9
chr2	85661630	85661631	26547	ENSG00000207207	Y_RNA
chr5	101569696	101569697	26548	ENSG00000268424	AC008948.1
chr19	53313077	53313078	26549	ENSG00000255875	CTD-2102P23.1
chr16	15820531	15820532	26550	ENSG00000263335	AF001548.5
chr11	33025890	33025891	26551	ENSG00000200615	Y_RNA
chr2	69098648	69098649	26552	ENSG00000163217	BMP10
chr11	33098005	33098006	26553	ENSG00000213713	PIGCP1
chr19	53366118	53366119	26554	ENSG00000268225	CTD-2331H12.5
chr16	15835008	15835009	26555	ENSG00000263065	AF001548.6
chr16	34988417	34988418	26556	ENSG00000252806	RNA5SP420
chr13	32313674	32313675	26557	ENSG00000133105	RXFP2
chr16	34988926	34988927	26558	ENSG00000252673	RNA5SP421
chr14	77787227	77787228	26559	ENSG00000100577	GSTZ1
chr16	34989294	34989295	26560	ENSG00000252587	RNA5SP422
chr11	33183203	33183204	26561	ENSG00000247151	CSTF3-AS1
chr17	36105236	36105237	26562	ENSG00000108753	HNF1B
chr16	34989548	34989549	26563	ENSG00000252936	RNA5SP423
chr19	53426722	53426723	26564	ENSG00000213793	ZNF888
chr16	35021257	35021258	26565	ENSG00000260611	RP11-352B15.2
chr16	35037650	35037651	26566	ENSG00000261620	HMGN2P41
chr3	75540352	75540353	26567	ENSG00000239959	ENPP7P2
chr1	23751232	23751233	26568	ENSG00000204219	TCEA3
chr19	53426635	53426636	26569	ENSG00000269646	CTD-2331H12.7
chr16	35071257	35071258	26570	ENSG00000261515	VN1R70P
chr19	53445853	53445854	26571	ENSG00000213801	ZNF816-ZNF321P
chr19	40919272	40919273	26572	ENSG00000105227	PRX
chr3	180864021	180864022	26573	ENSG00000242140	RP11-262M14.2
chr3	180949525	180949526	26574	ENSG00000206932	RNU6-4P
chr12	85430054	85430055	26575	ENSG00000231738	TSPAN19
chr1	42846466	42846467	26576	ENSG00000177181	RIMKLA
chr12	67663061	67663062	26577	ENSG00000111530	CAND1
chr3	180960688	180960689	26578	ENSG00000237806	FAUP2
chr11	1912083	1912084	26579	ENSG00000184682	C11orf89
chr7	108210012	108210013	26580	ENSG00000128590	DNAJB9
chr19	53484906	53484907	26581	ENSG00000269082	CTD-2620I22.1
chr3	181160273	181160274	26582	ENSG00000241231	RP11-275H4.1
chr16	35113868	35113869	26583	ENSG00000261782	RP11-43P5.1
chr1	47533160	47533161	26584	ENSG00000186160	CYP4Z1
chr16	35136344	35136345	26585	ENSG00000221580	AC116553.1
chr2	187713934	187713935	26586	ENSG00000163012	ZSWIM2
chr19	53541150	53541151	26587	ENSG00000242779	ZNF702P
chr9	130700762	130700763	26588	ENSG00000136908	DPM2
chr4	158509386	158509387	26589	ENSG00000221618	AC093817.1
chrX	49460595	49460596	26590	ENSG00000068985	PAGE1
chr4	158558839	158558840	26591	ENSG00000249275	RP11-364P22.2
chr4	158689264	158689265	26592	ENSG00000200521	Y_RNA
chr20	62284779	62284780	26593	ENSG00000197457	STMN3
chr2	180871839	180871840	26594	ENSG00000163510	CWC22
chr4	158736162	158736163	26595	ENSG00000249627	RP11-312A15.1
chr10	76585340	76585341	26596	ENSG00000156650	KAT6B
chr4	158890766	158890767	26597	ENSG00000250475	RP11-312A15.3
chr11	33193035	33193036	26598	ENSG00000206808	Y_RNA
chr17	27224696	27224697	26599	ENSG00000132589	FLOT2
chr11	33212048	33212049	26600	ENSG00000241950	RPL29P23
chr19	47421933	47421934	26601	ENSG00000160007	ARHGAP35
chr11	33218182	33218183	26602	ENSG00000200485	Y_RNA
chr11	33258554	33258555	26603	ENSG00000241255	RP1-89D4.1
chrX	70885602	70885603	26604	ENSG00000237265	RP11-402P6.9
chr11	33376011	33376012	26605	ENSG00000223134	AL122015.1
chr4	159091904	159091905	26606	ENSG00000248429	RP11-597D13.9
chr11	33424762	33424763	26607	ENSG00000254537	RP1-130L23.1
chr11	33472192	33472193	26608	ENSG00000255207	RP1-305G21.1
chr14	99439651	99439652	26609	ENSG00000234648	AL162151.3
chr16	730224	730225	26610	ENSG00000103266	STUB1
chr11	64808373	64808374	26611	ENSG00000168061	SAC3D1
chr12	131200825	131200826	26612	ENSG00000060709	RIMBP2
chr14	99624753	99624754	26613	ENSG00000229402	AL162151.4
chr4	169239957	169239958	26614	ENSG00000137628	DDX60
chr8	90769975	90769976	26615	ENSG00000104312	RIPK2
chr12	7656488	7656489	26616	ENSG00000177575	CD163
chr14	99729285	99729286	26617	ENSG00000235785	AL109767.1
chr10	135109480	135109481	26618	ENSG00000235245	RP11-122K13.12
chr14	99798351	99798352	26619	ENSG00000258383	CTD-2200A16.1
chr1	42921937	42921938	26620	ENSG00000066185	ZMYND12
chrX	70911782	70911783	26621	ENSG00000230934	RP11-402P6.2
chr14	99828628	99828629	26622	ENSG00000216173	AL132819.1
chr10	135138248	135138249	26623	ENSG00000270235	RP11-122K13.14
chr16	15971122	15971123	26624	ENSG00000206778	RNU6-213P
chr14	99910643	99910644	26625	ENSG00000272439	U6
chr16	15978886	15978887	26626	ENSG00000262171	CTA-972D3.2
chr14	99978838	99978839	26627	ENSG00000258749	RP11-688G15.3
chr10	135158409	135158410	26628	ENSG00000230306	BANF1P2
chrX	70938134	70938135	26629	ENSG00000215115	CXorf49
chrX	15288588	15288589	26630	ENSG00000102048	ASB9
chr14	100049354	100049355	26631	ENSG00000200506	Y_RNA
chr16	16026150	16026151	26632	ENSG00000215003	RPL15P20
chr14	31926646	31926647	26633	ENSG00000203546	RP11-176H8.1
chr4	159103977	159103978	26634	ENSG00000251073	NUDT19P5
chr1	47603107	47603108	26635	ENSG00000162365	CYP4A22
chr10	44237797	44237798	26636	ENSG00000223746	TCEB1P30
chr10	135164229	135164230	26637	ENSG00000226699	RP11-122K13.7
chr14	100070893	100070894	26638	ENSG00000247970	RP11-543C4.1
chr4	159121593	159121594	26639	ENSG00000250604	RP11-597D13.8
chr2	69180101	69180102	26640	ENSG00000183607	GKN2
chr10	135185166	135185167	26641	ENSG00000265395	MIR3944
chr19	53507293	53507294	26642	ENSG00000268282	CTD-2620I22.2
chr14	100159984	100159985	26643	ENSG00000258672	RP11-543C4.3
chr17	34757049	34757050	26644	ENSG00000234972	TBC1D3C
chr16	16189065	16189066	26645	ENSG00000241067	RPL17P40
chr10	44274272	44274273	26646	ENSG00000234973	RP11-272J7.4
chr10	135244821	135244822	26647	ENSG00000273327	OR6L2P
chr19	53510765	53510766	26648	ENSG00000267943	CTD-2620I22.3
chr14	100411652	100411653	26649	ENSG00000199836	RNU1-47P
chr14	100430866	100430867	26650	ENSG00000271198	VDAC3P1
chr19	53638574	53638575	26651	ENSG00000268613	CTD-2620I22.7
chr10	44285864	44285865	26652	ENSG00000226790	HNRNPA3P1
chr6	41122074	41122075	26653	ENSG00000161911	TREML1
chr14	61441045	61441046	26654	ENSG00000206870	RNU6-398P
chr16	16316884	16316885	26655	ENSG00000262332	RP11-517A5.7
chr14	100441485	100441486	26656	ENSG00000242888	RP11-436M15.1
chr1	45477819	45477820	26657	ENSG00000126088	UROD
chr6	13814799	13814800	26658	ENSG00000050393	MCUR1
chr14	61729749	61729750	26659	ENSG00000252380	SNORD112
chr16	16355091	16355092	26660	ENSG00000263029	RP11-517A5.6
chr14	100444434	100444435	26661	ENSG00000258693	RP11-436M15.3
chr14	61789535	61789536	26662	ENSG00000247287	RP11-902B17.1
chrX	70938992	70938993	26663	ENSG00000226870	BX276092.2
chr10	44340754	44340755	26664	ENSG00000204187	LINC00619
chr19	29455849	29455850	26665	ENSG00000267240	AC011524.3
chr10	135267432	135267433	26666	ENSG00000214279	RP11-108K14.4
chr14	100541214	100541215	26667	ENSG00000258560	CTD-2376I20.1
chr8	17104386	17104387	26668	ENSG00000198791	CNOT7
chr6	75915766	75915767	26669	ENSG00000111799	COL12A1
chr16	16386098	16386099	26670	ENSG00000262848	RP11-517A5.5
chr14	62012004	62012005	26671	ENSG00000258926	RP11-47I22.1
chr14	100575850	100575851	26672	ENSG00000265154	MIR151B
chr11	108136479	108136480	26673	ENSG00000269042	AP001925.1
chrX	70939766	70939767	26674	ENSG00000238106	RP11-402P6.7
chr8	38854388	38854389	26675	ENSG00000168615	ADAM9
chr19	29456038	29456039	26676	ENSG00000267339	LINC00906
chr14	100575992	100575993	26677	ENSG00000199082	MIR342
chr16	16388662	16388663	26678	ENSG00000263198	RP11-517A5.4
chrX	70956552	70956553	26679	ENSG00000237182	RP11-402P6.3
chr14	62037370	62037371	26680	ENSG00000250548	RP11-47I22.2
chr7	143140546	143140547	26681	ENSG00000185899	TAS2R60
chr16	16394007	16394008	26682	ENSG00000257381	MIR3179-2
chr10	44354859	44354860	26683	ENSG00000226808	LINC00840
chrX	70964678	70964679	26684	ENSG00000237717	RP11-402P6.4
chr14	31926715	31926716	26685	ENSG00000129480	DTD2
chr10	82510986	82510987	26686	ENSG00000233703	RP11-20E23.1
chr16	84294654	84294655	26687	ENSG00000260858	RP11-558A11.1
chr14	62162540	62162541	26688	ENSG00000258777	HIF1A-AS1
chr16	16400227	16400228	26689	ENSG00000264722	MIR3670-2
chrX	70979304	70979305	26690	ENSG00000221684	BX276092.1
chr10	82537843	82537844	26691	ENSG00000231060	FARSBP1
chr10	44407773	44407774	26692	ENSG00000236769	RP11-168P8.5
chr16	84296533	84296534	26693	ENSG00000201361	RNA5SP433
chr14	100704891	100704892	26694	ENSG00000258982	RP11-638I2.4
chr16	16403856	16403857	26695	ENSG00000257366	MIR3180-2
chrX	70981508	70981509	26696	ENSG00000231774	RP11-402P6.11
chr10	44407892	44407893	26697	ENSG00000227029	RP11-168P8.3
chr2	242184713	242184714	26698	ENSG00000266621	AC104841.1
chr14	62217814	62217815	26699	ENSG00000258667	HIF1A-AS2
chr16	84330590	84330591	26700	ENSG00000260530	RP11-558A11.2
chr7	143174966	143174967	26701	ENSG00000221855	TAS2R41
chr14	20923350	20923351	26702	ENSG00000100823	APEX1
chr16	16403732	16403733	26703	ENSG00000265373	hsa-mir-3180-3
chr2	242292518	242292519	26704	ENSG00000223374	AC005104.3
chr8	14319	14320	26705	ENSG00000253620	AC144568.4
chr10	44434451	44434452	26706	ENSG00000233395	LINC00841
chr2	74740590	74740591	26707	ENSG00000115297	TLX2
chr16	84377012	84377013	26708	ENSG00000260504	RP11-558A11.3
chr18	22006580	22006581	26709	ENSG00000154059	IMPACT
chr14	62200856	62200857	26710	ENSG00000258964	RP11-618G20.1
chr2	242417320	242417321	26711	ENSG00000263752	MIR3133
chr14	100730118	100730119	26712	ENSG00000258904	RP11-638I2.2
chrX	70982282	70982283	26713	ENSG00000234442	BX276092.3
chr16	84500966	84500967	26714	ENSG00000261286	RP11-517C16.2
chr19	40931931	40931932	26715	ENSG00000197019	SERTAD1
chr2	242417731	242417732	26716	ENSG00000224232	AC110299.5
chr19	29492577	29492578	26717	ENSG00000252272	RNA5SP470
chr14	100757792	100757793	26718	ENSG00000259052	AL157871.2
chr2	242498391	242498392	26719	ENSG00000234235	BOK-AS1
chr19	47523077	47523078	26720	ENSG00000130751	NPAS1
chr10	44529988	44529989	26721	ENSG00000238957	AL512640.1
chr10	82700956	82700957	26722	ENSG00000227209	WARS2P1
chr11	33718246	33718247	26723	ENSG00000255202	RP4-541C22.5
chr14	62278692	62278693	26724	ENSG00000258882	CTD-2277K2.1
chr16	84529205	84529206	26725	ENSG00000261243	RP11-517C16.4
chr8	100727	100728	26726	ENSG00000254193	RP11-585F1.8
chr10	44757260	44757261	26727	ENSG00000237590	RP11-20J15.2
chr19	29493462	29493463	26728	ENSG00000267014	CTD-2081K17.2
chr7	143209003	143209004	26729	ENSG00000176510	OR10AC1P
chr2	242521337	242521338	26730	ENSG00000273113	RP11-367H1.1
chr11	108338257	108338258	26731	ENSG00000166323	C11orf65
chr3	131999462	131999463	26732	ENSG00000238701	snoU13
chr10	82897090	82897091	26733	ENSG00000226466	RPA2P2
chr7	149473131	149473132	26734	ENSG00000197558	SSPO
chr16	84627999	84628000	26735	ENSG00000261471	RP11-61F12.1
chr3	132105366	132105367	26736	ENSG00000240890	RP11-65E22.2
chr2	242524383	242524384	26737	ENSG00000207186	RNA5SP122
chr11	33796245	33796246	26738	ENSG00000254508	RP11-646J21.5
chr16	84861869	84861870	26739	ENSG00000260859	RP11-254F19.2
chr5	34656342	34656343	26740	ENSG00000039560	RAI14
chr14	100757454	100757455	26741	ENSG00000258504	RP11-638I2.6
chrX	70983140	70983141	26742	ENSG00000215113	CXorf49B
chr14	62299086	62299087	26743	ENSG00000258956	COX4I1P1
chr10	44789156	44789157	26744	ENSG00000229116	RP11-20J15.3
chr14	31953170	31953171	26745	ENSG00000214943	GPR33
chr2	242629829	242629830	26746	ENSG00000228989	AC133528.2
chr16	84886574	84886575	26747	ENSG00000265249	AC025280.1
chr2	242665107	242665108	26748	ENSG00000235351	AC114730.11
chr10	82904408	82904409	26749	ENSG00000265990	AL356154.1
chr16	84961959	84961960	26750	ENSG00000260340	RP11-254F19.3
chr14	62547871	62547872	26751	ENSG00000258842	RP11-355I22.5
chr10	44910600	44910601	26752	ENSG00000214089	RP11-256K7.1
chr10	83810018	83810019	26753	ENSG00000221378	AL096864.1
chr2	242674912	242674913	26754	ENSG00000215692	AC114730.8
chr11	33797734	33797735	26755	ENSG00000255272	RP11-646J21.6
chr7	143268894	143268895	26756	ENSG00000271079	CTAGE15
chr7	102395593	102395594	26757	ENSG00000213385	RP11-577H5.1
chr16	85312640	85312641	26758	ENSG00000270313	COX6CP16
chr14	62583892	62583893	26759	ENSG00000258903	RP11-355I22.2
chr19	29704142	29704143	26760	ENSG00000267498	CTB-32O4.2
chr7	102475052	102475053	26761	ENSG00000252643	RNU6-1136P
chr10	43572475	43572476	26762	ENSG00000165731	RET
chr14	100774196	100774197	26763	ENSG00000198984	MIR345
chr2	242695154	242695155	26764	ENSG00000234793	AC114730.7
chr16	85316564	85316565	26765	ENSG00000179219	LINC00311
chr10	44983892	44983893	26766	ENSG00000270767	RP11-733D4.2
chr13	32605437	32605438	26767	ENSG00000073910	FRY
chr3	75570954	75570955	26768	ENSG00000243794	CTD-2026G6.2
chr7	102497897	102497898	26769	ENSG00000238324	RN7SKP198
chr10	95242073	95242074	26770	ENSG00000138119	MYOF
chr10	45097551	45097552	26771	ENSG00000234580	RP11-733D4.1
chr2	242741321	242741322	26772	ENSG00000215023	AC114730.5
chr16	85339930	85339931	26773	ENSG00000266307	MIR5093
chr14	62577593	62577594	26774	ENSG00000259796	RP11-355I22.7
chr7	102613969	102613970	26775	ENSG00000230257	NFE4
chr11	33809340	33809341	26776	ENSG00000255161	RP11-646J21.7
chr3	75629149	75629150	26777	ENSG00000272710	CTD-2026G6.3
chr16	16404198	16404199	26778	ENSG00000244257	PKD1P1
chr16	85475097	85475098	26779	ENSG00000264203	AC092377.1
chr3	75592079	75592080	26780	ENSG00000244674	RPS3AP15
chr10	45301891	45301892	26781	ENSG00000227395	EIF2AP4
chr14	96967770	96967771	26782	ENSG00000090060	PAPOLA
chr19	29724291	29724292	26783	ENSG00000241604	RN7SL340P
chr16	85617176	85617177	26784	ENSG00000270124	RP11-118F19.1
chr14	62581071	62581072	26785	ENSG00000258403	RP11-355I22.6
chr3	75598948	75598949	26786	ENSG00000221602	AC133041.1
chr2	242753110	242753111	26787	ENSG00000224272	AC114730.3
chr7	102654703	102654704	26788	ENSG00000264045	AC073127.1
chr5	131991955	131991956	26789	ENSG00000169194	IL13
chr11	33826314	33826315	26790	ENSG00000255169	RP11-646J21.3
chr3	75639799	75639800	26791	ENSG00000239383	RP11-413E6.2
chr7	102670551	102670552	26792	ENSG00000236226	RP11-645N11.3
chr10	45455136	45455137	26793	ENSG00000224812	TMEM72-AS1
chr17	47439834	47439835	26794	ENSG00000198740	ZNF652
chr9	130742791	130742792	26795	ENSG00000167106	FAM102A
chr19	30016658	30016659	26796	ENSG00000264515	CTC-525D6.1
chr3	75648823	75648824	26797	ENSG00000244222	OR7E121P
chr16	85625872	85625873	26798	ENSG00000260417	CTD-2542L18.1
chr11	33831691	33831692	26799	ENSG00000254619	RP11-646J21.4
chr8	105274	105275	26800	ENSG00000253612	WBP1LP3
chr7	102730056	102730057	26801	ENSG00000233025	CRYZP1
chr16	85692984	85692985	26802	ENSG00000263968	RN7SL381P
chr14	62584197	62584198	26803	ENSG00000186369	LINC00643
chr8	150561	150562	26804	ENSG00000255464	RP11-585F1.2
chr3	75672999	75673000	26805	ENSG00000172971	UNC93B3
chr11	33843640	33843641	26806	ENSG00000255133	RP11-646J21.2
chr16	85775305	85775306	26807	ENSG00000222190	MIR1910
chr10	45415667	45415668	26808	ENSG00000234504	RP11-285G1.2
chr16	85776893	85776894	26809	ENSG00000269898	RP11-568J23.4
chr8	152896	152897	26810	ENSG00000253166	RP11-585F1.6
chr11	34210721	34210722	26811	ENSG00000201867	Y_RNA
chr22	29663998	29663999	26812	ENSG00000182944	EWSR1
chr2	242786532	242786533	26813	ENSG00000235151	AC114730.2
chr10	45432956	45432957	26814	ENSG00000223462	RP11-285G1.9
chr11	34357549	34357550	26815	ENSG00000254708	RP1-145M24.1
chr8	182230	182231	26816	ENSG00000223508	RPL23AP53
chr7	102782385	102782386	26817	ENSG00000224415	RPL19P12
chr10	45454905	45454906	26818	ENSG00000273363	RP11-285G1.14
chr11	34426495	34426496	26819	ENSG00000220204	RP1-53C18.3
chr12	61994623	61994624	26820	ENSG00000258336	RP11-410B16.1
chr19	29938945	29938946	26821	ENSG00000267574	CTC-525D6.5
chr3	75674303	75674304	26822	ENSG00000243422	RP11-413E6.1
chr2	242823514	242823515	26823	ENSG00000233806	AC131097.3
chr12	62169704	62169705	26824	ENSG00000242922	RPL21P104
chr3	75679914	75679915	26825	ENSG00000221795	MIR1324
chr19	30017854	30017855	26826	ENSG00000266248	CTC-525D6.2
chr2	74753462	74753463	26827	ENSG00000144045	DQX1
chr3	172361483	172361484	26828	ENSG00000269496	AC007919.2
chr2	203499901	203499902	26829	ENSG00000138439	FAM117B
chr3	75703923	75703924	26830	ENSG00000241532	AGGF1P3
chr19	30392775	30392776	26831	ENSG00000267433	CTD-2057D4.2
chrX	71009485	71009486	26832	ENSG00000224617	RP11-402P6.5
chr12	62273099	62273100	26833	ENSG00000257528	KRT8P19
chr14	31959162	31959163	26834	ENSG00000151413	NUBPL
chr19	30412089	30412090	26835	ENSG00000267258	CTC-448F2.3
chr10	45642668	45642669	26836	ENSG00000226937	CEP164P1
chrX	71068625	71068626	26837	ENSG00000229030	RP11-402P6.6
chr12	62415954	62415955	26838	ENSG00000213363	RPS3P6
chr8	183119	183120	26839	ENSG00000272812	RP5-855D21.3
chr19	30447894	30447895	26840	ENSG00000242100	RPL9P32
chr8	184886	184887	26841	ENSG00000272240	RP5-855D21.1
chrX	71185923	71185924	26842	ENSG00000201392	RNU6-1078P
chr2	69201705	69201706	26843	ENSG00000169605	GKN1
chr2	242912834	242912835	26844	ENSG00000237940	AC093642.3
chr1	42921788	42921789	26845	ENSG00000127125	PPCS
chrX	71264395	71264396	26846	ENSG00000196933	RPS26P11
chr19	30520822	30520823	26847	ENSG00000267006	CTC-448F2.4
chr19	30528192	30528193	26848	ENSG00000267692	TAF9P3
chr7	143318043	143318044	26849	ENSG00000170379	FAM115C
chr19	30528330	30528331	26850	ENSG00000266910	CTC-448F2.6
chr15	66084630	66084631	26851	ENSG00000174485	DENND4A
chr12	125420440	125420441	26852	ENSG00000241129	RPL22P19
chr1	44171495	44171496	26853	ENSG00000126091	ST3GAL3
chr8	187045	187046	26854	ENSG00000273402	RP5-855D21.2
chr8	90914087	90914088	26855	ENSG00000164823	OSGIN2
chr19	30719621	30719622	26856	ENSG00000267223	AC005597.1
chr2	242968326	242968327	26857	ENSG00000226423	AC093642.4
chr3	132120097	132120098	26858	ENSG00000213264	NIP7P2
chr19	31105127	31105128	26859	ENSG00000223148	AC011478.1
chr8	214315	214316	26860	ENSG00000254104	RP11-63E5.1
chr19	31159553	31159554	26861	ENSG00000267760	CTC-565M22.1
chr2	243026288	243026289	26862	ENSG00000232002	AC093642.6
chr2	188313186	188313187	26863	ENSG00000064989	CALCRL
chrX	71352000	71352001	26864	ENSG00000248345	RP11-262D11.1
chr10	83988934	83988935	26865	ENSG00000229458	RP11-202D18.2
chr19	31341882	31341883	26866	ENSG00000267081	CTC-400I9.2
chr2	243030607	243030608	26867	ENSG00000261186	RP11-341N2.1
chr3	132364675	132364676	26868	ENSG00000251614	HSPA8P19
chr1	47656715	47656716	26869	ENSG00000162366	PDZK1IP1
chr2	228189867	228189868	26870	ENSG00000168958	MFF
chr19	43711450	43711451	26871	ENSG00000243137	PSG4
chr19	31398106	31398107	26872	ENSG00000261316	CTC-400I9.1
chr8	281025	281026	26873	ENSG00000249868	RP11-63E5.6
chrY	21665038	21665039	26874	ENSG00000215580	BCORP1
chr19	31437488	31437489	26875	ENSG00000267378	CTC-400I9.3
chr19	31658422	31658423	26876	ENSG00000267777	CTC-439O9.3
chr3	4535032	4535033	26877	ENSG00000150995	ITPR1
chrX	71372263	71372264	26878	ENSG00000215933	BX119917.1
chrX	15333777	15333778	26879	ENSG00000165192	ASB11
chrX	71364034	71364035	26880	ENSG00000225471	RP11-262D11.2
chr2	201936156	201936157	26881	ENSG00000119013	NDUFB3
chr19	47551887	47551888	26882	ENSG00000130748	TMEM160
chr2	243030784	243030785	26883	ENSG00000220804	AC093642.5
chr7	99573779	99573780	26884	ENSG00000160862	AZGP1
chr19	31839787	31839788	26885	ENSG00000267662	AC007796.1
chr11	64826020	64826021	26886	ENSG00000168060	NAALADL1
chr19	31912903	31912904	26887	ENSG00000267636	AC008992.1
chr3	132440594	132440595	26888	ENSG00000248724	NPHP3-AS1
chr8	333173	333174	26889	ENSG00000182366	FAM87A
chr19	31956559	31956560	26890	ENSG00000267599	CTD-2050I18.2
chr14	19686001	19686002	26891	ENSG00000228294	BMS1P17
chr19	32032945	32032946	26892	ENSG00000267407	CTD-2050I18.1
chr3	27674467	27674468	26893	ENSG00000213846	AC098614.2
chr4	97231852	97231853	26894	ENSG00000248510	RP11-145G20.1
chr3	27679806	27679807	26895	ENSG00000271943	RP11-222K16.1
chr19	32086625	32086626	26896	ENSG00000261400	AC011525.2
chr4	97270188	97270189	26897	ENSG00000201640	RN7SKP28
chr3	27745058	27745059	26898	ENSG00000232766	AC098614.3
chr14	19691780	19691781	26899	ENSG00000257227	DUXAP10
chr4	97823952	97823953	26900	ENSG00000236764	COX7A2P2
chr19	32079102	32079103	26901	ENSG00000267465	AC011525.4
chrX	71418562	71418563	26902	ENSG00000239577	RN7SL388P
chr12	125541126	125541127	26903	ENSG00000256093	RP11-158L12.2
chr3	132575913	132575914	26904	ENSG00000250355	RP11-79L21.1
chr7	29603285	29603286	26905	ENSG00000223813	AC007255.8
chr3	27754401	27754402	26906	ENSG00000272282	RP11-222K16.2
chrX	71443402	71443403	26907	ENSG00000264396	RN7SL264P
chrX	71504894	71504895	26908	ENSG00000238926	Y_RNA
chr3	132755895	132755896	26909	ENSG00000249725	RP11-469L4.1
chr12	125634604	125634605	26910	ENSG00000256814	RP11-158L12.5
chr4	98041852	98041853	26911	ENSG00000253170	RP11-431J17.1
chrX	49593863	49593864	26912	ENSG00000101951	PAGE4
chrX	71597018	71597019	26913	ENSG00000222810	RNU2-68P
chr11	34452427	34452428	26914	ENSG00000216708	CIR1P3
chr19	40950611	40950612	26915	ENSG00000167565	SERTAD3
chr14	19720588	19720589	26916	ENSG00000257573	RP11-496I2.5
chr3	75707685	75707686	26917	ENSG00000241622	RARRES2P1
chr3	27844253	27844254	26918	ENSG00000225548	AC098973.2
chr8	401342	401343	26919	ENSG00000272293	RP11-91J19.3
chr12	126386028	126386029	26920	ENSG00000271184	RP4-800O15.3
